Gene_Name,ENSEMBLID,Name_HUMAN,Drug_Name,Affinity,Class
GRK4,ENSP00000381129,GRK4_HUMAN,sorafenib,4.382071702,0
OXSR1,ENSP00000311713,OXSR1_HUMAN,sorafenib,4.382071702,0
ULK2,ENSP00000378914,ULK2_HUMAN,sorafenib,4.382071702,0
FRK,ENSP00000476145,FRK_HUMAN,fascaplysin,4.379335087,0
CSNK1A1,ENSP00000421689,KC1A_HUMAN,sorafenib,4.375894924,0
SYK,ENSP00000364907,KSYK_HUMAN,tivozanib,4.372068253,0
CDK2,ENSP00000266970,CDK2_HUMAN,crizotinib,4.370268582,0
NEK2,ENSP00000355966,NEK2_HUMAN,crizotinib,4.370268582,0
ERBB3,ENSP00000267101,ERBB3_HUMAN,crizotinib,4.370268582,0
CSNK1A1L,ENSP00000369126,KC1AL_HUMAN,torin1,4.370268582,0
DAPK3,ENSP00000442973,DAPK3_HUMAN,torin2,4.370268582,0
EIF2AK1,ENSP00000199389,E2AK1_HUMAN,crizotinib,4.370268582,0
ROCK2,ENSP00000317985,ROCK2_HUMAN,torin2,4.370268582,0
MAP3K11,ENSP00000309597,M3K11_HUMAN,crizotinib,4.370268582,0
NTRK2,ENSP00000277120,NTRK2_HUMAN,torin1,4.370268582,0
MAP3K11,ENSP00000309597,M3K11_HUMAN,vemurafenib,4.370268582,0
RIOK1,ENSP00000369162,RIOK1_HUMAN,torin1,4.370268582,0
NLK,ENSP00000384625,NLK_HUMAN,vemurafenib,4.370268582,0
AURKA,ENSP00000216911,AURKA_HUMAN,vemurafenib,4.370268582,0
CDKL1,ENSP00000379176,CDKL1_HUMAN,crizotinib,4.370268582,0
LRRK2,ENSP00000298910,LRRK2_HUMAN,torin1,4.370268582,0
EIF2AK2,ENSP00000233057,E2AK2_HUMAN,vemurafenib,4.370268582,0
MYLK,ENSP00000353452,MYLK_HUMAN,torin1,4.367146357,0
ROCK1,ENSP00000382697,ROCK1_HUMAN,fascaplysin,4.362393092,0
PASK,ENSP00000351475,PASK_HUMAN,imatinib,4.362103832,0
PASK,ENSP00000351475,PASK_HUMAN,sunitinib,4.361893133,0
PDGFRA,ENSP00000257290,PGFRA_HUMAN,fascaplysin,4.359653487,0
HIPK3,ENSP00000304226,HIPK3_HUMAN,imatinib,4.358301717,0
WNK2,ENSP00000297954,WNK2_HUMAN,fascaplysin,4.357812534,0
PTK2,ENSP00000341189,FAK1_HUMAN,fascaplysin,4.357812534,0
PBK,ENSP00000428489,TOPK_HUMAN,vandetanib,4.35763297,0
BTK,ENSP00000483570,BTK_HUMAN,torin1,4.355887864,0
PTK6,ENSP00000442460,PTK6_HUMAN,fascaplysin,4.3547950439999985,0
SGK3,ENSP00000379842,SGK3_HUMAN,gefitinib,4.350981119,0
TSSK2,ENSP00000382544,TSSK2_HUMAN,sorafenib,4.350531907,0
EEF2K,ENSP00000263026,EF2K_HUMAN,sorafenib,4.350531907,0
PRKACG,ENSP00000366488,KAPCG_HUMAN,sorafenib,4.350531907,0
IRAK4,ENSP00000390651,IRAK4_HUMAN,sorafenib,4.350459488,0
MAPK3,ENSP00000263025,MK03_HUMAN,bosutinib,4.345279233,0
STK11,ENSP00000324856,STK11_HUMAN,torin1,4.342479993,0
MYLK,ENSP00000353452,MYLK_HUMAN,crizotinib,4.341458653,0
EPHA1,ENSP00000275815,EPHA1_HUMAN,vemurafenib,4.341458653,0
NEK7,ENSP00000356355,NEK7_HUMAN,torin2,4.341458653,0
FLT4,ENSP00000261937,VGFR3_HUMAN,vemurafenib,4.341458653,0
ROS1,ENSP00000357494,ROS1_HUMAN,torin2,4.341458653,0
DAPK3,ENSP00000442973,DAPK3_HUMAN,torin1,4.341458653,0
CDK7,ENSP00000256443,CDK7_HUMAN,vemurafenib,4.341458653,0
EPHB6,ENSP00000481994,EPHB6_HUMAN,torin2,4.341458653,0
ERN1,ENSP00000401445,ERN1_HUMAN,vemurafenib,4.341458653,0
MAPK9,ENSP00000394560,MK09_HUMAN,crizotinib,4.341458653,0
MAP2K7,ENSP00000381070,MP2K7_HUMAN,vemurafenib,4.341458653,0
MAP3K3,ENSP00000354927,M3K3_HUMAN,vemurafenib,4.341458653,0
PRKCD,ENSP00000378217,KPCD_HUMAN,torin1,4.341458653,0
DSTYK,ENSP00000356130,DUSTY_HUMAN,sorafenib,4.341277196,0
PRKCI,ENSP00000295797,KPCI_HUMAN,tozasertib,4.340212382,0
VRK1,ENSP00000216639,VRK1_HUMAN,vandetanib,4.339583763,0
BRSK2,ENSP00000371614,BRSK2_HUMAN,torin1,4.337746626,0
MARK4,ENSP00000262891,MARK4_HUMAN,torin1,4.333327551,0
STK17A,ENSP00000319192,ST17A_HUMAN,nilotinib,4.333286898,0
PKN2,ENSP00000359552,PKN2_HUMAN,tivozanib,4.333222561,0
ULK2,ENSP00000378914,ULK2_HUMAN,tivozanib,4.333222561,0
FLT1,ENSP00000282397,VGFR1_HUMAN,torin1,4.326280176,0
ITK,ENSP00000398655,ITK_HUMAN,fascaplysin,4.3239933210000006,0
DYRK3,ENSP00000356076,DYRK3_HUMAN,fascaplysin,4.319567427,0
STK17A,ENSP00000319192,ST17A_HUMAN,fascaplysin,4.313483243,0
STK24,ENSP00000365730,STK24_HUMAN,tivozanib,4.31321184,0
BRSK1,ENSP00000310649,BRSK1_HUMAN,torin1,4.31321184,0
BMP2K,ENSP00000334836,BMP2K_HUMAN,vemurafenib,4.31321184,0
MAPK14,ENSP00000229795,MK14_HUMAN,torin1,4.3123833010000014,0
PRKG1,ENSP00000363092,KGP1_HUMAN,torin2,4.311370829,0
ACVRL1,ENSP00000373574,ACVL1_HUMAN,torin1,4.311370829,0
MYLK4,ENSP00000274643,MYLK4_HUMAN,torin1,4.311370829,0
CAMK2A,ENSP00000381412,KCC2A_HUMAN,torin2,4.311370829,0
MAP2K7,ENSP00000381070,MP2K7_HUMAN,crizotinib,4.311370829,0
SIK3,ENSP00000364449,SIK3_HUMAN,crizotinib,4.311370829,0
EPHA8,ENSP00000166244,EPHA8_HUMAN,vemurafenib,4.311370829,0
MAPK11,ENSP00000333685,MK11_HUMAN,torin2,4.311370829,0
DAPK1,ENSP00000386135,DAPK1_HUMAN,vemurafenib,4.311370829,0
PLK1,ENSP00000300093,PLK1_HUMAN,crizotinib,4.311370829,0
PRKX,ENSP00000262848,PRKX_HUMAN,torin1,4.311370829,0
NUAK1,ENSP00000261402,NUAK1_HUMAN,torin2,4.311370829,0
PAK4,ENSP00000469413,PAK4_HUMAN,torin1,4.310055447,0
PBK,ENSP00000428489,TOPK_HUMAN,sunitinib,4.306814203,0
IKBKE,ENSP00000464030,IKKE_HUMAN,torin1,4.304663074,0
PRKACA,ENSP00000309591,KAPCA_HUMAN,torin1,4.300343903,0
PNCK,ENSP00000405950,KCC1B_HUMAN,tozasertib,4.299655208,0
WEE1,ENSP00000402084,WEE1_HUMAN,nilotinib,4.298762545,0
NEK6,ENSP00000362702,NEK6_HUMAN,torin1,4.295199852,0
DYRK4,ENSP00000441755,DYRK4_HUMAN,fascaplysin,4.289054089,0
LRRK2,ENSP00000298910,LRRK2_HUMAN,sorafenib,4.287654099,0
TBK1,ENSP00000329967,TBK1_HUMAN,torin1,4.2870188910000016,0
MTOR,ENSP00000354558,MTOR_HUMAN,sorafenib,4.287017805,0
CSNK1G1,ENSP00000305777,KC1G1_HUMAN,fascaplysin,4.285389368,0
TGFBR1,ENSP00000364133,TGFR1_HUMAN,bosutinib,4.283070839,0
PRKCG,ENSP00000263431,KPCG_HUMAN,fascaplysin,4.280846908,0
TAOK2,ENSP00000310094,TAOK2_HUMAN,fascaplysin,4.280846908,0
MAPK8,ENSP00000378974,MK08_HUMAN,fascaplysin,4.280846908,0
MAP3K3,ENSP00000354927,M3K3_HUMAN,torin2,4.279840697,0
STK25,ENSP00000325748,STK25_HUMAN,torin1,4.279840697,0
TGFBR2,ENSP00000351905,TGFR2_HUMAN,torin2,4.279840697,0
IRAK1,ENSP00000358997,IRAK1_HUMAN,torin2,4.279840697,0
CDKL1,ENSP00000379176,CDKL1_HUMAN,barasertib,4.279840697,0
STK16,ENSP00000386928,STK16_HUMAN,vemurafenib,4.279840697,0
MET,ENSP00000317272,MET_HUMAN,torin1,4.279840697,0
CLK1,ENSP00000394734,CLK1_HUMAN,crizotinib,4.279840697,0
GAK,ENSP00000314499,GAK_HUMAN,vemurafenib,4.279840697,0
DYRK1B,ENSP00000469863,DYR1B_HUMAN,crizotinib,4.279840697,0
MAPK4,ENSP00000383234,MK04_HUMAN,crizotinib,4.279840697,0
CAMK2B,ENSP00000379098,KCC2B_HUMAN,crizotinib,4.279840697,0
MAP2K5,ENSP00000178640,MP2K5_HUMAN,torin2,4.279840697,0
TAOK2,ENSP00000310094,TAOK2_HUMAN,torin1,4.279840697,0
HIPK3,ENSP00000304226,HIPK3_HUMAN,lapatinib,4.27884444,0
EGFR,ENSP00000275493,EGFR_HUMAN,torin1,4.27513716,0
AURKB,ENSP00000313950,AURKB_HUMAN,torin1,4.258777127,0
BMP2K,ENSP00000334836,BMP2K_HUMAN,torin2,4.258777127,0
IRAK4,ENSP00000390651,IRAK4_HUMAN,torin1,4.256921114,0
DMPK,ENSP00000345997,DMPK_HUMAN,fascaplysin,4.2500437380000005,0
PRKCI,ENSP00000295797,KPCI_HUMAN,torin1,4.246672333,0
IRAK4,ENSP00000390651,IRAK4_HUMAN,torin2,4.246672333,0
FLT4,ENSP00000261937,VGFR3_HUMAN,torin2,4.246672333,0
PLK3,ENSP00000361275,PLK3_HUMAN,crizotinib,4.246672333,0
PLK2,ENSP00000274289,PLK2_HUMAN,torin1,4.246672333,0
CAMK2D,ENSP00000339740,KCC2D_HUMAN,torin2,4.246672333,0
STK35,ENSP00000370891,STK35_HUMAN,barasertib,4.246672333,0
ROCK1,ENSP00000382697,ROCK1_HUMAN,vemurafenib,4.246672333,0
EPHB4,ENSP00000350896,EPHB4_HUMAN,torin1,4.246672333,0
PRKACB,ENSP00000359719,KAPCB_HUMAN,torin2,4.246672333,0
NEK7,ENSP00000356355,NEK7_HUMAN,tivozanib,4.242949761,0
GRK6,ENSP00000433511,GRK6_HUMAN,tivozanib,4.242949761,0
MARK2,ENSP00000385751,MARK2_HUMAN,tivozanib,4.242949761,0
SRPK1,ENSP00000362931,SRPK1_HUMAN,tivozanib,4.242949761,0
MAP3K14,ENSP00000482657,M3K14_HUMAN,imatinib,4.242026362,0
NUAK1,ENSP00000261402,NUAK1_HUMAN,torin1,4.238219752,0
FGFR1,ENSP00000393312,FGFR1_HUMAN,torin1,4.238219752,0
PIM1,ENSP00000362608,PIM1_HUMAN,bosutinib,4.229255362,0
EPHB3,ENSP00000332118,EPHB3_HUMAN,tivozanib,4.227968149,0
DYRK2,ENSP00000342105,DYRK2_HUMAN,imatinib,4.224374785,0
PASK,ENSP00000351475,PASK_HUMAN,tozasertib,4.22208706,0
ULK2,ENSP00000378914,ULK2_HUMAN,fascaplysin,4.220665041,0
STK32A,ENSP00000381535,ST32A_HUMAN,crizotinib,4.211629584,0
IRAK4,ENSP00000390651,IRAK4_HUMAN,vemurafenib,4.211629584,0
SRPK3,ENSP00000359119,SRPK3_HUMAN,torin1,4.211629584,0
CDK17,ENSP00000261211,CDK17_HUMAN,vemurafenib,4.211629584,0
RPS6KB1,ENSP00000225577,KS6B1_HUMAN,torin2,4.211629584,0
CAMKK1,ENSP00000158166,KKCC1_HUMAN,vemurafenib,4.211629584,0
PRKCE,ENSP00000306124,KPCE_HUMAN,torin1,4.211629584,0
MYLK4,ENSP00000274643,MYLK4_HUMAN,crizotinib,4.211629584,0
NLK,ENSP00000384625,NLK_HUMAN,torin2,4.211629584,0
ERBB4,ENSP00000342235,ERBB4_HUMAN,vemurafenib,4.211629584,0
PTK2B,ENSP00000380638,FAK2_HUMAN,torin2,4.211629584,0
ACVR1,ENSP00000263640,ACVR1_HUMAN,torin2,4.211629584,0
NEK4,ENSP00000233027,NEK4_HUMAN,torin1,4.211629584,0
PRKG1,ENSP00000363092,KGP1_HUMAN,torin1,4.211629584,0
PAK4,ENSP00000469413,PAK4_HUMAN,vemurafenib,4.211629584,0
CDC42BPG,ENSP00000345133,MRCKG_HUMAN,torin2,4.211629584,0
EPHA3,ENSP00000337451,EPHA3_HUMAN,torin2,4.211629584,0
CHEK1,ENSP00000388648,CHK1_HUMAN,torin2,4.211629584,0
BMPR1B,ENSP00000401907,BMR1B_HUMAN,torin2,4.211629584,0
RPS6KB1,ENSP00000225577,KS6B1_HUMAN,vemurafenib,4.211629584,0
EPHB3,ENSP00000332118,EPHB3_HUMAN,torin1,4.211383968,0
VRK2,ENSP00000408002,VRK2_HUMAN,staurosporine,4.211383968,0
BMPR1B,ENSP00000401907,BMR1B_HUMAN,torin1,4.211383968,0
FGFR2,ENSP00000410294,FGFR2_HUMAN,fascaplysin,4.2106773,0
MAPKAPK3,ENSP00000396467,MAPK3_HUMAN,fascaplysin,4.1989683410000005,0
BLK,ENSP00000259089,BLK_HUMAN,fascaplysin,4.196457272,0
PRKACG,ENSP00000366488,KAPCG_HUMAN,bosutinib,4.195583879,0
FLT1,ENSP00000282397,VGFR1_HUMAN,nilotinib,4.194788012,0
DYRK2,ENSP00000342105,DYRK2_HUMAN,torin1,4.193862593,0
HIPK3,ENSP00000304226,HIPK3_HUMAN,torin1,4.193862593,0
CDK13,ENSP00000181839,CDK13_HUMAN,sorafenib,4.193862593,0
NEK3,ENSP00000484443,NEK3_HUMAN,tivozanib,4.193862593,0
ULK1,ENSP00000324560,ULK1_HUMAN,tozasertib,4.190026396,0
GRK6,ENSP00000433511,GRK6_HUMAN,erlotinib,4.180282062,0
PIM2,ENSP00000365692,PIM2_HUMAN,tivozanib,4.176095602,0
TEC,ENSP00000370912,TEC_HUMAN,vemurafenib,4.176095602,0
TEC,ENSP00000370912,TEC_HUMAN,torin1,4.176095602,0
MAPKAPK2,ENSP00000356070,MAPK2_HUMAN,vemurafenib,4.176095602,0
TAOK3,ENSP00000376317,TAOK3_HUMAN,erlotinib,4.176095602,0
SRPK2,ENSP00000377262,SRPK2_HUMAN,vemurafenib,4.176095602,0
WEE1,ENSP00000402084,WEE1_HUMAN,torin2,4.176095602,0
AKT3,ENSP00000263826,AKT3_HUMAN,vemurafenib,4.176095602,0
MAPKAPK2,ENSP00000356070,MAPK2_HUMAN,torin2,4.176095602,0
MAPKAPK2,ENSP00000356070,MAPK2_HUMAN,torin1,4.176095602,0
PRKG2,ENSP00000264399,KGP2_HUMAN,bosutinib,4.176095602,0
CDK14,ENSP00000369390,CDK14_HUMAN,vemurafenib,4.176095602,0
MARK3,ENSP00000411397,MARK3_HUMAN,torin2,4.176095602,0
NEK1,ENSP00000424757,NEK1_HUMAN,torin2,4.176095602,0
PRKG2,ENSP00000264399,KGP2_HUMAN,nilotinib,4.176095602,0
MAP4K2,ENSP00000294066,M4K2_HUMAN,fascaplysin,4.176095602,0
BTK,ENSP00000483570,BTK_HUMAN,nilotinib,4.176095602,0
CAMK2G,ENSP00000319060,KCC2G_HUMAN,crizotinib,4.176095602,0
TIE1,ENSP00000361554,TIE1_HUMAN,torin1,4.176095602,0
PHKG2,ENSP00000455607,PHKG2_HUMAN,torin2,4.176095602,0
MKNK2,ENSP00000250896,MKNK2_HUMAN,nilotinib,4.176095602,0
MAP2K7,ENSP00000381070,MP2K7_HUMAN,torin1,4.176095602,0
PRKG2,ENSP00000264399,KGP2_HUMAN,fascaplysin,4.176095602,0
PIM2,ENSP00000365692,PIM2_HUMAN,crizotinib,4.176095602,0
PRKX,ENSP00000262848,PRKX_HUMAN,nilotinib,4.176095602,0
ANKK1,ENSP00000306678,ANKK1_HUMAN,torin1,4.176095602,0
LTK,ENSP00000263800,LTK_HUMAN,vemurafenib,4.176095602,0
IKBKB,ENSP00000430684,IKKB_HUMAN,saracatinib,4.176095602,0
MKNK2,ENSP00000250896,MKNK2_HUMAN,saracatinib,4.176095602,0
BTK,ENSP00000483570,BTK_HUMAN,vemurafenib,4.176095602,0
PRKD1,ENSP00000333568,KPCD1_HUMAN,torin2,4.176095602,0
ANKK1,ENSP00000306678,ANKK1_HUMAN,torin2,4.176095602,0
PHKG2,ENSP00000455607,PHKG2_HUMAN,vemurafenib,4.176095602,0
PRKX,ENSP00000262848,PRKX_HUMAN,crizotinib,4.176095602,0
BTK,ENSP00000483570,BTK_HUMAN,torin2,4.176095602,0
PIM2,ENSP00000365692,PIM2_HUMAN,fascaplysin,4.176095602,0
RAF1,ENSP00000251849,RAF1_HUMAN,torin2,4.176095602,0
LTK,ENSP00000263800,LTK_HUMAN,torin2,4.176095602,0
DYRK3,ENSP00000356076,DYRK3_HUMAN,saracatinib,4.176095602,0
TIE1,ENSP00000361554,TIE1_HUMAN,torin2,4.176095602,0
MAPK9,ENSP00000394560,MK09_HUMAN,torin2,4.176095602,0
MAP2K7,ENSP00000381070,MP2K7_HUMAN,torin2,4.176095602,0
ANKK1,ENSP00000306678,ANKK1_HUMAN,vemurafenib,4.176095602,0
PRKX,ENSP00000262848,PRKX_HUMAN,vemurafenib,4.176095602,0
MAPKAPK2,ENSP00000356070,MAPK2_HUMAN,fascaplysin,4.176095602,0
PRKG2,ENSP00000264399,KGP2_HUMAN,crizotinib,4.176095602,0
WEE1,ENSP00000402084,WEE1_HUMAN,vemurafenib,4.176095602,0
LTK,ENSP00000263800,LTK_HUMAN,nilotinib,4.176095602,0
MAP4K2,ENSP00000294066,M4K2_HUMAN,imatinib,4.176095602,0
EPHA7,ENSP00000358309,EPHA7_HUMAN,torin1,4.176095602,0
CAMKK2,ENSP00000312741,KKCC2_HUMAN,vemurafenib,4.176095602,0
RIPK2,ENSP00000220751,RIPK2_HUMAN,nilotinib,4.176095602,0
MARK3,ENSP00000411397,MARK3_HUMAN,torin1,4.176095602,0
YES1,ENSP00000462468,YES_HUMAN,torin2,4.176095602,0
MAPKAPK2,ENSP00000356070,MAPK2_HUMAN,crizotinib,4.176095602,0
LTK,ENSP00000263800,LTK_HUMAN,fascaplysin,4.176095602,0
MAP4K2,ENSP00000294066,M4K2_HUMAN,lapatinib,4.176095602,0
TEC,ENSP00000370912,TEC_HUMAN,fascaplysin,4.176095602,0
PIM2,ENSP00000365692,PIM2_HUMAN,bosutinib,4.176095602,0
PIM2,ENSP00000365692,PIM2_HUMAN,saracatinib,4.176095602,0
TEC,ENSP00000370912,TEC_HUMAN,crizotinib,4.176095602,0
RAF1,ENSP00000251849,RAF1_HUMAN,bosutinib,4.176095602,0
PIM2,ENSP00000365692,PIM2_HUMAN,vemurafenib,4.176095602,0
PRKX,ENSP00000262848,PRKX_HUMAN,torin2,4.176095602,0
RAF1,ENSP00000251849,RAF1_HUMAN,crizotinib,4.176095602,0
TAOK3,ENSP00000376317,TAOK3_HUMAN,barasertib,4.176095602,0
PRKX,ENSP00000262848,PRKX_HUMAN,bosutinib,4.176095602,0
TAOK3,ENSP00000376317,TAOK3_HUMAN,lapatinib,4.176095602,0
CLK2,ENSP00000357345,CLK2_HUMAN,fascaplysin,4.176095602,0
VRK1,ENSP00000216639,VRK1_HUMAN,sorafenib,4.176095602,0
MAP3K6,ENSP00000419591,M3K6_HUMAN,vemurafenib,4.176095602,0
VRK1,ENSP00000216639,VRK1_HUMAN,erlotinib,4.176095602,0
TLK2,ENSP00000316512,TLK2_HUMAN,torin1,4.176095602,0
VRK1,ENSP00000216639,VRK1_HUMAN,gefitinib,4.176095602,0
PHKG2,ENSP00000455607,PHKG2_HUMAN,fascaplysin,4.176095602,0
VRK1,ENSP00000216639,VRK1_HUMAN,lapatinib,4.176095602,0
VRK1,ENSP00000216639,VRK1_HUMAN,nilotinib,4.176095602,0
CSNK1G2,ENSP00000255641,KC1G2_HUMAN,torin1,4.176095602,0
MAP4K2,ENSP00000294066,M4K2_HUMAN,nilotinib,4.176095602,0
TLK2,ENSP00000316512,TLK2_HUMAN,tivozanib,4.176095602,0
MAP3K6,ENSP00000419591,M3K6_HUMAN,torin2,4.176095602,0
EPHA2,ENSP00000351209,EPHA2_HUMAN,vemurafenib,4.176095602,0
VRK1,ENSP00000216639,VRK1_HUMAN,tozasertib,4.176095602,0
PRKACG,ENSP00000366488,KAPCG_HUMAN,vandetanib,4.176095602,0
CDK3,ENSP00000410561,CDK3_HUMAN,torin2,4.176095602,0
CDK3,ENSP00000410561,CDK3_HUMAN,torin1,4.176095602,0
VRK1,ENSP00000216639,VRK1_HUMAN,bosutinib,4.176095602,0
RPS6KB2,ENSP00000308413,KS6B2_HUMAN,vandetanib,4.176095602,0
PRKACG,ENSP00000366488,KAPCG_HUMAN,tozasertib,4.176095602,0
RPS6KB2,ENSP00000308413,KS6B2_HUMAN,lapatinib,4.176095602,0
EPHA7,ENSP00000358309,EPHA7_HUMAN,vemurafenib,4.176095602,0
CSNK1G2,ENSP00000255641,KC1G2_HUMAN,saracatinib,4.176095602,0
RPS6KB2,ENSP00000308413,KS6B2_HUMAN,gefitinib,4.176095602,0
PRKACG,ENSP00000366488,KAPCG_HUMAN,erlotinib,4.176095602,0
RPS6KB2,ENSP00000308413,KS6B2_HUMAN,imatinib,4.176095602,0
CDK14,ENSP00000369390,CDK14_HUMAN,crizotinib,4.176095602,0
PRKACG,ENSP00000366488,KAPCG_HUMAN,gefitinib,4.176095602,0
RPS6KB2,ENSP00000308413,KS6B2_HUMAN,nilotinib,4.176095602,0
MYLK3,ENSP00000378288,MYLK3_HUMAN,crizotinib,4.176095602,0
TLK2,ENSP00000316512,TLK2_HUMAN,vemurafenib,4.176095602,0
PHKG2,ENSP00000455607,PHKG2_HUMAN,torin1,4.176095602,0
DCLK2,ENSP00000303887,DCLK2_HUMAN,torin1,4.176095602,0
DCLK2,ENSP00000303887,DCLK2_HUMAN,torin2,4.176095602,0
TLK2,ENSP00000316512,TLK2_HUMAN,torin2,4.176095602,0
MUSK,ENSP00000363571,MUSK_HUMAN,torin1,4.176095602,0
CDK3,ENSP00000410561,CDK3_HUMAN,vemurafenib,4.176095602,0
MAP4K4,ENSP00000343658,M4K4_HUMAN,nilotinib,4.176095602,0
ERN1,ENSP00000401445,ERN1_HUMAN,torin1,4.176095602,0
PRKACG,ENSP00000366488,KAPCG_HUMAN,dasatinib,4.176095602,0
CDK3,ENSP00000410561,CDK3_HUMAN,crizotinib,4.176095602,0
PRKACG,ENSP00000366488,KAPCG_HUMAN,lapatinib,4.176095602,0
CDK18,ENSP00000423665,CDK18_HUMAN,vemurafenib,4.176095602,0
MAP3K6,ENSP00000419591,M3K6_HUMAN,torin1,4.176095602,0
FGFR4,ENSP00000292408,FGFR4_HUMAN,torin2,4.176095602,0
ERN1,ENSP00000401445,ERN1_HUMAN,torin2,4.176095602,0
MAPK14,ENSP00000229795,MK14_HUMAN,crizotinib,4.176095602,0
CDK17,ENSP00000261211,CDK17_HUMAN,torin2,4.176095602,0
CDK17,ENSP00000261211,CDK17_HUMAN,torin1,4.176095602,0
CDKL1,ENSP00000379176,CDKL1_HUMAN,vemurafenib,4.176095602,0
ALK,ENSP00000373700,ALK_HUMAN,nilotinib,4.176095602,0
PRKD1,ENSP00000333568,KPCD1_HUMAN,fascaplysin,4.176095602,0
MAP3K6,ENSP00000419591,M3K6_HUMAN,crizotinib,4.176095602,0
CDK5,ENSP00000419782,CDK5_HUMAN,vemurafenib,4.176095602,0
TLK2,ENSP00000316512,TLK2_HUMAN,crizotinib,4.176095602,0
PRKACG,ENSP00000366488,KAPCG_HUMAN,nilotinib,4.176095602,0
ALK,ENSP00000373700,ALK_HUMAN,torin2,4.176095602,0
SIK3,ENSP00000364449,SIK3_HUMAN,torin1,4.176095602,0
CDKL1,ENSP00000379176,CDKL1_HUMAN,torin2,4.176095602,0
CDK8,ENSP00000370938,CDK8_HUMAN,torin2,4.176095602,0
EIF2AK3,ENSP00000307235,E2AK3_HUMAN,sunitinib,4.176095602,0
EPHA2,ENSP00000351209,EPHA2_HUMAN,torin2,4.176095602,0
PRKACG,ENSP00000366488,KAPCG_HUMAN,imatinib,4.176095602,0
EIF2AK3,ENSP00000307235,E2AK3_HUMAN,saracatinib,4.176095602,0
CSNK1G2,ENSP00000255641,KC1G2_HUMAN,torin2,4.176095602,0
CDK5,ENSP00000419782,CDK5_HUMAN,torin1,4.176095602,0
SRPK2,ENSP00000377262,SRPK2_HUMAN,bosutinib,4.176095602,0
SBK1,ENSP00000343248,SBK1_HUMAN,torin1,4.176095602,0
CDK5,ENSP00000419782,CDK5_HUMAN,torin2,4.176095602,0
MAPK14,ENSP00000229795,MK14_HUMAN,torin2,4.176095602,0
CDK18,ENSP00000423665,CDK18_HUMAN,torin1,4.176095602,0
IKBKB,ENSP00000430684,IKKB_HUMAN,barasertib,4.176095602,0
CSNK1G2,ENSP00000255641,KC1G2_HUMAN,vemurafenib,4.176095602,0
CDK18,ENSP00000423665,CDK18_HUMAN,torin2,4.176095602,0
IKBKB,ENSP00000430684,IKKB_HUMAN,vemurafenib,4.176095602,0
CDKL1,ENSP00000379176,CDKL1_HUMAN,torin1,4.176095602,0
FGFR4,ENSP00000292408,FGFR4_HUMAN,nilotinib,4.176095602,0
PRKACG,ENSP00000366488,KAPCG_HUMAN,dovitinib,4.176095602,0
SIK3,ENSP00000364449,SIK3_HUMAN,vemurafenib,4.176095602,0
DSTYK,ENSP00000356130,DUSTY_HUMAN,torin2,4.176095602,0
DSTYK,ENSP00000356130,DUSTY_HUMAN,gefitinib,4.176095602,0
PRKG2,ENSP00000264399,KGP2_HUMAN,vemurafenib,4.176095602,0
INSRR,ENSP00000357178,INSRR_HUMAN,nilotinib,4.176095602,0
EPHA7,ENSP00000358309,EPHA7_HUMAN,torin2,4.176095602,0
IKBKB,ENSP00000430684,IKKB_HUMAN,torin2,4.176095602,0
MAP3K6,ENSP00000419591,M3K6_HUMAN,barasertib,4.176095602,0
AURKC,ENSP00000302898,AURKC_HUMAN,torin2,4.176095602,0
WEE1,ENSP00000402084,WEE1_HUMAN,crizotinib,4.176095602,0
SBK1,ENSP00000343248,SBK1_HUMAN,barasertib,4.176095602,0
NEK1,ENSP00000424757,NEK1_HUMAN,vemurafenib,4.176095602,0
STK4,ENSP00000361892,STK4_HUMAN,torin2,4.176095602,0
DSTYK,ENSP00000356130,DUSTY_HUMAN,erlotinib,4.176095602,0
SRPK2,ENSP00000377262,SRPK2_HUMAN,torin2,4.176095602,0
AURKC,ENSP00000302898,AURKC_HUMAN,torin1,4.176095602,0
PIM2,ENSP00000365692,PIM2_HUMAN,torin2,4.176095602,0
AKT3,ENSP00000263826,AKT3_HUMAN,fascaplysin,4.176095602,0
MAP4K2,ENSP00000294066,M4K2_HUMAN,erlotinib,4.176095602,0
CAMK2G,ENSP00000319060,KCC2G_HUMAN,torin2,4.176095602,0
CDK14,ENSP00000369390,CDK14_HUMAN,torin1,4.176095602,0
CAMK2G,ENSP00000319060,KCC2G_HUMAN,vemurafenib,4.176095602,0
DSTYK,ENSP00000356130,DUSTY_HUMAN,lapatinib,4.176095602,0
AKT3,ENSP00000263826,AKT3_HUMAN,torin2,4.176095602,0
MAPK14,ENSP00000229795,MK14_HUMAN,saracatinib,4.176095602,0
ABL2,ENSP00000427562,ABL2_HUMAN,fascaplysin,4.176095602,0
DSTYK,ENSP00000356130,DUSTY_HUMAN,nilotinib,4.176095602,0
CAMK2G,ENSP00000319060,KCC2G_HUMAN,nilotinib,4.176095602,0
PRKG2,ENSP00000264399,KGP2_HUMAN,torin2,4.176095602,0
PRPF4B,ENSP00000337194,PRP4B_HUMAN,torin1,4.176095602,0
IKBKB,ENSP00000430684,IKKB_HUMAN,tivozanib,4.176095602,0
SBK1,ENSP00000343248,SBK1_HUMAN,vemurafenib,4.176095602,0
CSNK1G2,ENSP00000255641,KC1G2_HUMAN,crizotinib,4.176095602,0
